X;Y;Z
602673.9827;134080.8516;2420.46598
602738.3005;134080.8516;2422.469939
602802.6182;134080.8516;2433.356221
602866.936;134080.8516;2438.940093
602931.2537;134080.8516;2444.096416
602995.5715;134080.8516;2469.074784
603059.8892;134080.8516;2494.902171
603124.207;134080.8516;2519.603394
603188.5247;134080.8516;2512.632722
603252.8425;134080.8516;2491.566419
603317.1602;134080.8516;2462.697039
603381.478;134080.8516;2438.639135
603445.7957;134080.8516;2420.215789
603510.1135;134080.8516;2412.863207
603574.4312;134080.8516;2413.890194
597206.9741;134016.5674;2349.940595
597271.2918;134016.5674;2309.407765
597335.6096;134016.5674;2280.039219
597399.9273;134016.5674;2194.8867
597464.2451;134016.5674;2148.963845
597528.5628;134016.5674;2111.731196
597592.8806;134016.5674;2082.163522
597657.1983;134016.5674;2048.089217
597721.5161;134016.5674;1998.563901
597785.8338;134016.5674;1975.382068
597850.1516;134016.5674;1958.796938
597914.4693;134016.5674;1934.141303
597978.7871;134016.5674;1898.552453
598043.1048;134016.5674;1888.000286
598107.4226;134016.5674;1895.575002
598171.7403;134016.5674;1900
598236.0581;134016.5674;1879.703938
598300.3758;134016.5674;1890.418004
598364.6936;134016.5674;1870.067687
598429.0113;134016.5674;1864.09649
598493.3291;134016.5674;1870.122492
598557.6468;134016.5674;1851.324594
598621.9646;134016.5674;1840.415262
598686.2823;134016.5674;1831.86537
598750.6001;134016.5674;1835.574961
598814.9178;134016.5674;1829.966964
598879.2356;134016.5674;1827.927111
598943.5533;134016.5674;1845.810613
599007.8711;134016.5674;1872.813252
599072.1888;134016.5674;1891.264918
599136.5066;134016.5674;1922.576397
599200.8243;134016.5674;1967.262421
599265.1421;134016.5674;1999.990938
599329.4598;134016.5674;2003.709764
599393.7775;134016.5674;2033.90911
599458.0953;134016.5674;2064.064446
599522.413;134016.5674;2097.53941
599586.7308;134016.5674;2092.729906
599651.0485;134016.5674;2130.80323
599715.3663;134016.5674;2193.650908
599779.684;134016.5674;2220.841556
599844.0018;134016.5674;2250.973783
599908.3195;134016.5674;2300.375385
599972.6373;134016.5674;2315.315973
600036.955;134016.5674;2351.807377
600101.2728;134016.5674;2389.284845
600165.5905;134016.5674;2394.681375
600229.9083;134016.5674;2398.822127
600294.226;134016.5674;2380.535086
600358.5438;134016.5674;2385.982063
600422.8615;134016.5674;2368.611862
600487.1793;134016.5674;2345.004603
600551.497;134016.5674;2334.436585
600615.8148;134016.5674;2334.290313
600680.1325;134016.5674;2344.316744
600744.4503;134016.5674;2367.293553
600808.768;134016.5674;2376.697197
600873.0858;134016.5674;2381.228885
600937.4035;134016.5674;2407.602251
601001.7213;134016.5674;2455.849532
601066.039;134016.5674;2477.632407
601130.3568;134016.5674;2474.235207
601194.6745;134016.5674;2471.063479
601258.9923;134016.5674;2468.962555
601323.31;134016.5674;2468.673923
601387.6278;134016.5674;2467.94008
601451.9455;134016.5674;2459.615847
601516.2632;134016.5674;2469.570837
601580.581;134016.5674;2463.510517
601644.8987;134016.5674;2476.552273
601709.2165;134016.5674;2483.463728
601773.5342;134016.5674;2492.91259
601837.852;134016.5674;2501.300397
601902.1697;134016.5674;2502.622549
601966.4875;134016.5674;2499.969097
602030.8052;134016.5674;2500
602095.123;134016.5674;2499.956107
602159.4407;134016.5674;2502.02319
602223.7585;134016.5674;2503.848138
602288.0762;134016.5674;2500.269871
602352.394;134016.5674;2485.405784
602416.7117;134016.5674;2466.835975
602481.0295;134016.5674;2448.68425
602545.3472;134016.5674;2434.038273
602609.665;134016.5674;2418.548063
602673.9827;134016.5674;2400.745808
602738.3005;134016.5674;2399.875068
602802.6182;134016.5674;2408.792286
602866.936;134016.5674;2410.15716
602931.2537;134016.5674;2392.832207
602995.5715;134016.5674;2412.143931
603059.8892;134016.5674;2449.290307
603124.207;134016.5674;2487.060375
603188.5247;134016.5674;2475.171737
603252.8425;134016.5674;2457.286175
603317.1602;134016.5674;2435.273712
603381.478;134016.5674;2414.089012
603445.7957;134016.5674;2397.365409
603510.1135;134016.5674;2393.590471
603574.4312;134016.5674;2394.323486
597206.9741;133952.2833;2384.58108
597271.2918;133952.2833;2326.949954
597335.6096;133952.2833;2280.06936
597399.9273;133952.2833;2205.148037
597464.2451;133952.2833;2151.591073
597528.5628;133952.2833;2117.201296
597592.8806;133952.2833;2101.260357
597657.1983;133952.2833;2102.111974
597721.5161;133952.2833;2063.524533
597785.8338;133952.2833;2007.186514
597850.1516;133952.2833;1973.506561
597914.4693;133952.2833;1936.902766
597978.7871;133952.2833;1909.498963
598043.1048;133952.2833;1887.938188
598107.4226;133952.2833;1894.311379
598171.7403;133952.2833;1892.992689
598236.0581;133952.2833;1893.631925
598300.3758;133952.2833;1886.931956
598364.6936;133952.2833;1879.210163
598429.0113;133952.2833;1869.230543
598493.3291;133952.2833;1857.647462
598557.6468;133952.2833;1845.046414
598621.9646;133952.2833;1830.881102
598686.2823;133952.2833;1810.577803
598750.6001;133952.2833;1809.813746
598814.9178;133952.2833;1806.743734
598879.2356;133952.2833;1789.658992
598943.5533;133952.2833;1810.371924
599007.8711;133952.2833;1835.27963
599072.1888;133952.2833;1853.20353
599136.5066;133952.2833;1881.710213
599200.8243;133952.2833;1897.449115
599265.1421;133952.2833;1916.652652
599329.4598;133952.2833;1941.264488
599393.7775;133952.2833;1968.019868
599458.0953;133952.2833;2009.485784
599522.413;133952.2833;2025.341002
599586.7308;133952.2833;2069.95408
599651.0485;133952.2833;2116.553312
599715.3663;133952.2833;2142.640628
599779.684;133952.2833;2164.732447
599844.0018;133952.2833;2188.20631
599908.3195;133952.2833;2219.860474
599972.6373;133952.2833;2264.954273
600036.955;133952.2833;2302.794078
600101.2728;133952.2833;2319.127949
600165.5905;133952.2833;2339.337726
600229.9083;133952.2833;2346.248751
600294.226;133952.2833;2335.406004
600358.5438;133952.2833;2334.441412
600422.8615;133952.2833;2322.557058
600487.1793;133952.2833;2302.133685
600551.497;133952.2833;2293.718067
600615.8148;133952.2833;2295.731619
600680.1325;133952.2833;2300.992254
600744.4503;133952.2833;2320.850008
600808.768;133952.2833;2335.280401
600873.0858;133952.2833;2346.556991
600937.4035;133952.2833;2366.15447
601001.7213;133952.2833;2398.902856
601066.039;133952.2833;2427.019158
601130.3568;133952.2833;2441.392413
601194.6745;133952.2833;2445.478998
601258.9923;133952.2833;2445.429243
601323.31;133952.2833;2448.759288
601387.6278;133952.2833;2455.360203
601451.9455;133952.2833;2458.941754
601516.2632;133952.2833;2457.009187
601580.581;133952.2833;2458.69992
601644.8987;133952.2833;2462.68356
601709.2165;133952.2833;2469.066021
601773.5342;133952.2833;2479.236394
601837.852;133952.2833;2491.051832
601902.1697;133952.2833;2501.268721
601966.4875;133952.2833;2503.388467
602030.8052;133952.2833;2500.901194
602095.123;133952.2833;2501.34959
602159.4407;133952.2833;2503.836109
602223.7585;133952.2833;2505.516115
602288.0762;133952.2833;2494.307173
602352.394;133952.2833;2470.58044
602416.7117;133952.2833;2449.841129
602481.0295;133952.2833;2432.66416
602545.3472;133952.2833;2416.349898
602609.665;133952.2833;2406.403425
602673.9827;133952.2833;2391.775167
602738.3005;133952.2833;2378.148626
602802.6182;133952.2833;2377.453525
602866.936;133952.2833;2376.745833
602931.2537;133952.2833;2369.798037
602995.5715;133952.2833;2376.672073
603059.8892;133952.2833;2393.240002
603124.207;133952.2833;2424.809468
603188.5247;133952.2833;2433.337659
603252.8425;133952.2833;2423.1104
603317.1602;133952.2833;2407.464526
603381.478;133952.2833;2390.769172
603445.7957;133952.2833;2381.417882
603510.1135;133952.2833;2377.21788
603574.4312;133952.2833;2375.995345
597206.9741;133887.9991;2404.384504
597271.2918;133887.9991;2349.81214
597335.6096;133887.9991;2298.427981
597399.9273;133887.9991;2224.542836
597464.2451;133887.9991;2171.410299
597528.5628;133887.9991;2141.66942
597592.8806;133887.9991;2149.750532
597657.1983;133887.9991;2132.157478
597721.5161;133887.9991;2096.149377
597785.8338;133887.9991;2042.489587
597850.1516;133887.9991;1996.210334
597914.4693;133887.9991;1954.908464
597978.7871;133887.9991;1924.49047
598043.1048;133887.9991;1894.931109
598107.4226;133887.9991;1883.092436
598171.7403;133887.9991;1892.470368
598236.0581;133887.9991;1900
598300.3758;133887.9991;1887.000327
598364.6936;133887.9991;1875.221229
598429.0113;133887.9991;1866.225819
598493.3291;133887.9991;1852.094867
598557.6468;133887.9991;1834.899178
598621.9646;133887.9991;1818.681861
598686.2823;133887.9991;1802.994651
598750.6001;133887.9991;1799.609615
598814.9178;133887.9991;1796.883827
598879.2356;133887.9991;1777.463895
598943.5533;133887.9991;1781.170858
599007.8711;133887.9991;1802.175736
599072.1888;133887.9991;1820.860285
599136.5066;133887.9991;1833.777991
599200.8243;133887.9991;1846.701958
599265.1421;133887.9991;1866.540012
599329.4598;133887.9991;1889.074063
599393.7775;133887.9991;1893.906017
599458.0953;133887.9991;1923.326316
599522.413;133887.9991;2001.472307
599586.7308;133887.9991;2031.315544
599651.0485;133887.9991;2071.836849
599715.3663;133887.9991;2093.466601
599779.684;133887.9991;2115.168632
599844.0018;133887.9991;2139.821327
599908.3195;133887.9991;2162.883501
599972.6373;133887.9991;2196.731644
600036.955;133887.9991;2231.36728
600101.2728;133887.9991;2258.763913
600165.5905;133887.9991;2294.66671
600229.9083;133887.9991;2296.337872
600294.226;133887.9991;2284.531298
600358.5438;133887.9991;2289.828415
600422.8615;133887.9991;2277.546397
600487.1793;133887.9991;2263.227809
600551.497;133887.9991;2252.211456
600615.8148;133887.9991;2247.796165
600680.1325;133887.9991;2253.674082
600744.4503;133887.9991;2273.109199
600808.768;133887.9991;2296.665613
600873.0858;133887.9991;2311.58294
600937.4035;133887.9991;2338.730201
601001.7213;133887.9991;2374.885735
601066.039;133887.9991;2402.086575
601130.3568;133887.9991;2411.293729
601194.6745;133887.9991;2416.168829
601258.9923;133887.9991;2424.541309
601323.31;133887.9991;2432.962667
601387.6278;133887.9991;2438.499776
601451.9455;133887.9991;2442.375755
601516.2632;133887.9991;2444.428443
601580.581;133887.9991;2443.899424
601644.8987;133887.9991;2445.816757
601709.2165;133887.9991;2449.086681
601773.5342;133887.9991;2455.398923
601837.852;133887.9991;2464.755602
601902.1697;133887.9991;2478.47726
601966.4875;133887.9991;2493.462523
602030.8052;133887.9991;2493.6999
602095.123;133887.9991;2491.016531
602159.4407;133887.9991;2487.017258
602223.7585;133887.9991;2481.854401
602288.0762;133887.9991;2465.456313
602352.394;133887.9991;2443.195045
602416.7117;133887.9991;2422.874636
602481.0295;133887.9991;2406.59146
602545.3472;133887.9991;2389.019384
602609.665;133887.9991;2379.393505
602673.9827;133887.9991;2363.294187
602738.3005;133887.9991;2341.039606
602802.6182;133887.9991;2333.285852
602866.936;133887.9991;2331.650324
602931.2537;133887.9991;2328.329496
602995.5715;133887.9991;2338.676123
603059.8892;133887.9991;2358.400967
603124.207;133887.9991;2384.45716
603188.5247;133887.9991;2392.634534
603252.8425;133887.9991;2388.024228
603317.1602;133887.9991;2380.131464
603381.478;133887.9991;2370.407086
603445.7957;133887.9991;2364.740088
603510.1135;133887.9991;2361.857469
603574.4312;133887.9991;2364.310611
597206.9741;133823.7149;2406.309329
597271.2918;133823.7149;2369.489447
597335.6096;133823.7149;2313.064202
597399.9273;133823.7149;2288.065989
597464.2451;133823.7149;2227.942291
597528.5628;133823.7149;2198.021135
597592.8806;133823.7149;2196.825776
597657.1983;133823.7149;2187.749614
597721.5161;133823.7149;2138.959297
597785.8338;133823.7149;2082.994364
597850.1516;133823.7149;2045.811904
597914.4693;133823.7149;1985.288789
597978.7871;133823.7149;1962.971714
598043.1048;133823.7149;1925.769385
598107.4226;133823.7149;1891.923844
598171.7403;133823.7149;1877.6376
598236.0581;133823.7149;1890.708947
598300.3758;133823.7149;1883.756832
598364.6936;133823.7149;1873.407142
598429.0113;133823.7149;1863.612234
598493.3291;133823.7149;1847.670402
598557.6468;133823.7149;1831.456474
598621.9646;133823.7149;1815.533802
598686.2823;133823.7149;1805.258631
598750.6001;133823.7149;1801.735923
598814.9178;133823.7149;1802.428336
598879.2356;133823.7149;1793.473413
598943.5533;133823.7149;1774.759338
599007.8711;133823.7149;1774.113617
599072.1888;133823.7149;1784.162877
599136.5066;133823.7149;1795.381947
599200.8243;133823.7149;1803.599544
599265.1421;133823.7149;1823.847736
599329.4598;133823.7149;1846.370572
599393.7775;133823.7149;1866.498093
599458.0953;133823.7149;1901.43188
599522.413;133823.7149;1959.875044
599586.7308;133823.7149;2006.447325
599651.0485;133823.7149;2030.739209
599715.3663;133823.7149;2050.927232
599779.684;133823.7149;2073.9193
599844.0018;133823.7149;2100.448553
599908.3195;133823.7149;2120.05837
599972.6373;133823.7149;2144.748131
600036.955;133823.7149;2170.03631
600101.2728;133823.7149;2196.352626
600165.5905;133823.7149;2224.356623
600229.9083;133823.7149;2233.936458
600294.226;133823.7149;2236.489943
600358.5438;133823.7149;2237.256693
600422.8615;133823.7149;2231.109082
600487.1793;133823.7149;2222.707944
600551.497;133823.7149;2214.883994
600615.8148;133823.7149;2203.99947
600680.1325;133823.7149;2205.362973
600744.4503;133823.7149;2221.762067
600808.768;133823.7149;2247.438063
600873.0858;133823.7149;2276.119928
600937.4035;133823.7149;2313.354442
601001.7213;133823.7149;2361.02623
601066.039;133823.7149;2401.199725
601130.3568;133823.7149;2386.153515
601194.6745;133823.7149;2383.376722
601258.9923;133823.7149;2398.016288
601323.31;133823.7149;2411.636924
601387.6278;133823.7149;2418.358055
601451.9455;133823.7149;2425.174883
601516.2632;133823.7149;2426.055047
601580.581;133823.7149;2425.469789
601644.8987;133823.7149;2423.699475
601709.2165;133823.7149;2421.318609
601773.5342;133823.7149;2423.390455
601837.852;133823.7149;2426.962589
601902.1697;133823.7149;2432.363613
601966.4875;133823.7149;2447.597439
602030.8052;133823.7149;2456.289569
602095.123;133823.7149;2453.881264
602159.4407;133823.7149;2449.474172
602223.7585;133823.7149;2441.169997
602288.0762;133823.7149;2422.464786
602352.394;133823.7149;2408.032441
602416.7117;133823.7149;2383.191227
602481.0295;133823.7149;2365.946787
602545.3472;133823.7149;2351.79689
602609.665;133823.7149;2339.244652
602673.9827;133823.7149;2326.311343
602738.3005;133823.7149;2306.11306
602802.6182;133823.7149;2297.236109
602866.936;133823.7149;2295.087558
602931.2537;133823.7149;2288.263193
602995.5715;133823.7149;2300.658473
603059.8892;133823.7149;2318.264206
603124.207;133823.7149;2341.028179
603188.5247;133823.7149;2352.870277
603252.8425;133823.7149;2355.60468
603317.1602;133823.7149;2354.281778
603381.478;133823.7149;2349.171822
603445.7957;133823.7149;2347.926037
603510.1135;133823.7149;2346.909528
603574.4312;133823.7149;2352.852108
597206.9741;133759.4308;2409.732682
597271.2918;133759.4308;2381.055688
597335.6096;133759.4308;2353.220188
597399.9273;133759.4308;2331.789666
597464.2451;133759.4308;2309.118347
597528.5628;133759.4308;2311.035777
597592.8806;133759.4308;2327.418421
597657.1983;133759.4308;2323.490532
597721.5161;133759.4308;2237.428532
597785.8338;133759.4308;2158.921551
597850.1516;133759.4308;2120.508049
597914.4693;133759.4308;2047.11385
597978.7871;133759.4308;2017.109815
598043.1048;133759.4308;1976.382082
598107.4226;133759.4308;1891.544148
598171.7403;133759.4308;1878.653289
598236.0581;133759.4308;1875.19259
598300.3758;133759.4308;1875.276384
598364.6936;133759.4308;1863.775529
598429.0113;133759.4308;1862.397353
598493.3291;133759.4308;1844.847666
598557.6468;133759.4308;1827.009342
598621.9646;133759.4308;1811.504027
598686.2823;133759.4308;1803.449295
598750.6001;133759.4308;1802.523674
598814.9178;133759.4308;1799.925613
598879.2356;133759.4308;1791.068997
598943.5533;133759.4308;1779.49222
599007.8711;133759.4308;1774.471609
599072.1888;133759.4308;1768.459446
599136.5066;133759.4308;1772.339097
599200.8243;133759.4308;1777.325607
599265.1421;133759.4308;1791.398922
599329.4598;133759.4308;1815.647117
599393.7775;133759.4308;1846.558731
599458.0953;133759.4308;1885.780061
599522.413;133759.4308;1922.830224
599586.7308;133759.4308;1961.42376
599651.0485;133759.4308;1994.65638
599715.3663;133759.4308;2014.890614
599779.684;133759.4308;2040.368504
599844.0018;133759.4308;2061.479868
599908.3195;133759.4308;2081.920186
599972.6373;133759.4308;2105.310851
600036.955;133759.4308;2121.250603
600101.2728;133759.4308;2141.981847
600165.5905;133759.4308;2165.612054
600229.9083;133759.4308;2180.290026
600294.226;133759.4308;2197.211661
600358.5438;133759.4308;2198.664061
600422.8615;133759.4308;2190.665791
600487.1793;133759.4308;2181.869651
600551.497;133759.4308;2178.986511
600615.8148;133759.4308;2174.789912
600680.1325;133759.4308;2177.712255
600744.4503;133759.4308;2187.096257
600808.768;133759.4308;2208.443416
600873.0858;133759.4308;2251.352922
600937.4035;133759.4308;2298.900616
601001.7213;133759.4308;2331.301191
601066.039;133759.4308;2340.654971
601130.3568;133759.4308;2331.459024
601194.6745;133759.4308;2343.116462
601258.9923;133759.4308;2363.246392
601323.31;133759.4308;2380.891259
601387.6278;133759.4308;2393.862272
601451.9455;133759.4308;2404.56119
601516.2632;133759.4308;2404.13787
601580.581;133759.4308;2400.556716
601644.8987;133759.4308;2398.211577
601709.2165;133759.4308;2389.074958
601773.5342;133759.4308;2387.353712
601837.852;133759.4308;2387.247367
601902.1697;133759.4308;2387.69684
601966.4875;133759.4308;2405.027472
602030.8052;133759.4308;2417.151657
602095.123;133759.4308;2407.917851
602159.4407;133759.4308;2405.070082
602223.7585;133759.4308;2402.778331
602288.0762;133759.4308;2384.050932
602352.394;133759.4308;2364.429246
602416.7117;133759.4308;2334.3213
602481.0295;133759.4308;2311.262346
602545.3472;133759.4308;2306.531963
602609.665;133759.4308;2300.578139
602673.9827;133759.4308;2297.812761
602738.3005;133759.4308;2297.623907
602802.6182;133759.4308;2281.417372
602866.936;133759.4308;2263.263416
602931.2537;133759.4308;2253.377912
602995.5715;133759.4308;2263.768035
603059.8892;133759.4308;2283.041509
603124.207;133759.4308;2307.593618
603188.5247;133759.4308;2316.327386
603252.8425;133759.4308;2326.272102
603317.1602;133759.4308;2330.430705
603381.478;133759.4308;2328.864159
603445.7957;133759.4308;2332.36169
603510.1135;133759.4308;2338.316293
603574.4312;133759.4308;2337.604629
597206.9741;133695.1466;2420.226495
597271.2918;133695.1466;2400.028549
597335.6096;133695.1466;2382.145123
597399.9273;133695.1466;2367.269753
597464.2451;133695.1466;2361.530288
597528.5628;133695.1466;2363.568822
597592.8806;133695.1466;2379.384879
597657.1983;133695.1466;2402.079895
597721.5161;133695.1466;2364.44874
597785.8338;133695.1466;2238.807659
597850.1516;133695.1466;2173.443513
597914.4693;133695.1466;2096.284758
597978.7871;133695.1466;2049.66404
598043.1048;133695.1466;2004.716316
598107.4226;133695.1466;1930.130941
598171.7403;133695.1466;1900.795749
598236.0581;133695.1466;1889.646438
598300.3758;133695.1466;1877.815392
598364.6936;133695.1466;1865.952556
598429.0113;133695.1466;1852.096251
598493.3291;133695.1466;1835.630466
598557.6468;133695.1466;1823.788291
598621.9646;133695.1466;1804.415768
598686.2823;133695.1466;1793.400532
598750.6001;133695.1466;1789.57832
598814.9178;133695.1466;1787.709578
598879.2356;133695.1466;1784.828001
598943.5533;133695.1466;1780.318538
599007.8711;133695.1466;1771.886653
599072.1888;133695.1466;1759.159715
599136.5066;133695.1466;1752.191351
599200.8243;133695.1466;1754.42566
599265.1421;133695.1466;1770.422099
599329.4598;133695.1466;1783.707676
599393.7775;133695.1466;1804.046087
599458.0953;133695.1466;1841.993694
599522.413;133695.1466;1882.927879
599586.7308;133695.1466;1919.798517
599651.0485;133695.1466;1952.054799
599715.3663;133695.1466;1981.215063
599779.684;133695.1466;2006.125826
599844.0018;133695.1466;2037.143396
599908.3195;133695.1466;2045.200878
599972.6373;133695.1466;2059.751614
600036.955;133695.1466;2074.034064
600101.2728;133695.1466;2093.573791
600165.5905;133695.1466;2119.543373
600229.9083;133695.1466;2141.017265
600294.226;133695.1466;2157.941871
600358.5438;133695.1466;2161.124769
600422.8615;133695.1466;2148.870872
600487.1793;133695.1466;2141.315712
600551.497;133695.1466;2138.852915
600615.8148;133695.1466;2137.372464
600680.1325;133695.1466;2143.545915
600744.4503;133695.1466;2163.501938
600808.768;133695.1466;2199.638431
600873.0858;133695.1466;2225.004022
600937.4035;133695.1466;2268.518257
601001.7213;133695.1466;2291.64163
601066.039;133695.1466;2295.423814
601130.3568;133695.1466;2289.81483
601194.6745;133695.1466;2304.144882
601258.9923;133695.1466;2326.866451
601323.31;133695.1466;2343.790159
601387.6278;133695.1466;2361.115036
601451.9455;133695.1466;2371.230613
601516.2632;133695.1466;2371.875167
601580.581;133695.1466;2366.988312
601644.8987;133695.1466;2360.46783
601709.2165;133695.1466;2354.091175
601773.5342;133695.1466;2350.766663
601837.852;133695.1466;2350.804396
601902.1697;133695.1466;2356.153782
601966.4875;133695.1466;2368.327924
602030.8052;133695.1466;2377.667934
602095.123;133695.1466;2372.619709
602159.4407;133695.1466;2367.468658
602223.7585;133695.1466;2363.996605
602288.0762;133695.1466;2350.93875
602352.394;133695.1466;2324.72713
602416.7117;133695.1466;2295.194576
602481.0295;133695.1466;2279.227668
602545.3472;133695.1466;2277.456243
602609.665;133695.1466;2278.341543
602673.9827;133695.1466;2273.729548
602738.3005;133695.1466;2273.385067
602802.6182;133695.1466;2251.595392
602866.936;133695.1466;2216.837113
602931.2537;133695.1466;2203.584814
602995.5715;133695.1466;2222.99086
603059.8892;133695.1466;2248.042824
603124.207;133695.1466;2271.454334
603188.5247;133695.1466;2285.910365
603252.8425;133695.1466;2303.574038
603317.1602;133695.1466;2309.8175
603381.478;133695.1466;2310.895809
603445.7957;133695.1466;2322.277636
603510.1135;133695.1466;2326.341404
603574.4312;133695.1466;2325.953616
597206.9741;133630.8624;2439.817214
597271.2918;133630.8624;2424.205724
597335.6096;133630.8624;2410.501812
597399.9273;133630.8624;2404.826984
597464.2451;133630.8624;2411.45099
597528.5628;133630.8624;2406.09716
597592.8806;133630.8624;2427.193416
597657.1983;133630.8624;2461.951518
597721.5161;133630.8624;2457.848304
597785.8338;133630.8624;2321.106926
597850.1516;133630.8624;2208.056046
597914.4693;133630.8624;2135.060306
597978.7871;133630.8624;2074.763493
598043.1048;133630.8624;2028.886606
598107.4226;133630.8624;1983.151676
598171.7403;133630.8624;1937.810388
598236.0581;133630.8624;1914.680131
598300.3758;133630.8624;1893.565343
598364.6936;133630.8624;1874.082249
598429.0113;133630.8624;1855.972638
598493.3291;133630.8624;1841.077686
598557.6468;133630.8624;1819.794632
598621.9646;133630.8624;1800.977535
598686.2823;133630.8624;1779.496118
598750.6001;133630.8624;1774.818744
598814.9178;133630.8624;1774.16257
598879.2356;133630.8624;1774.37036
598943.5533;133630.8624;1771.099379
599007.8711;133630.8624;1760.091045
599072.1888;133630.8624;1743.635601
599136.5066;133630.8624;1729.972622
599200.8243;133630.8624;1725.108376
599265.1421;133630.8624;1739.175152
599329.4598;133630.8624;1757.179753
599393.7775;133630.8624;1778.380856
599458.0953;133630.8624;1800.224861
599522.413;133630.8624;1835.315525
599586.7308;133630.8624;1877.427506
599651.0485;133630.8624;1905.564995
599715.3663;133630.8624;1933.462037
599779.684;133630.8624;1974.538697
599844.0018;133630.8624;2011.772419
599908.3195;133630.8624;2019.765495
599972.6373;133630.8624;2025.564572
600036.955;133630.8624;2033.984702
600101.2728;133630.8624;2050.199699
600165.5905;133630.8624;2075.977819
600229.9083;133630.8624;2102.771997
600294.226;133630.8624;2109.805274
600358.5438;133630.8624;2113.598889
600422.8615;133630.8624;2105.647088
600487.1793;133630.8624;2100.820825
600551.497;133630.8624;2097.696906
600615.8148;133630.8624;2098.340138
600680.1325;133630.8624;2102.623545
600744.4503;133630.8624;2121.038142
600808.768;133630.8624;2150.993508
600873.0858;133630.8624;2187.047208
600937.4035;133630.8624;2220.970955
601001.7213;133630.8624;2240.788533
601066.039;133630.8624;2249.572969
601130.3568;133630.8624;2264.848695
601194.6745;133630.8624;2298.566156
601258.9923;133630.8624;2301.412245
601323.31;133630.8624;2303.680542
601387.6278;133630.8624;2322.422116
601451.9455;133630.8624;2334.557425
601516.2632;133630.8624;2335.520594
601580.581;133630.8624;2329.023741
601644.8987;133630.8624;2319.733977
601709.2165;133630.8624;2314.334374
601773.5342;133630.8624;2313.222542
601837.852;133630.8624;2313.518258
601902.1697;133630.8624;2320.743956
601966.4875;133630.8624;2329.171719
602030.8052;133630.8624;2336.723048
602095.123;133630.8624;2334.632319
602159.4407;133630.8624;2326.781879
602223.7585;133630.8624;2326.160584
602288.0762;133630.8624;2315.887895
602352.394;133630.8624;2286.695208
602416.7117;133630.8624;2266.579757
602481.0295;133630.8624;2251.464611
602545.3472;133630.8624;2246.354175
602609.665;133630.8624;2235.016942
602673.9827;133630.8624;2205.72679
602738.3005;133630.8624;2146.788597
602802.6182;133630.8624;2146.596585
602866.936;133630.8624;2123.19843
602931.2537;133630.8624;2142.631303
602995.5715;133630.8624;2172.812595
603059.8892;133630.8624;2201.00919
603124.207;133630.8624;2236.653847
603188.5247;133630.8624;2257.488075
603252.8425;133630.8624;2276.891086
603317.1602;133630.8624;2294.387304
603381.478;133630.8624;2303.687812
603445.7957;133630.8624;2313.27176
603510.1135;133630.8624;2317.390793
603574.4312;133630.8624;2319.836042
597206.9741;133566.5782;2464.642293
597271.2918;133566.5782;2449.773947
597335.6096;133566.5782;2446.712188
597399.9273;133566.5782;2456.599222
597464.2451;133566.5782;2467.886458
597528.5628;133566.5782;2466.757704
597592.8806;133566.5782;2481.146527
597657.1983;133566.5782;2504.490239
597721.5161;133566.5782;2500.246693
597785.8338;133566.5782;2295.822105
597850.1516;133566.5782;2244.115476
597914.4693;133566.5782;2158.752525
597978.7871;133566.5782;2109.312207
598043.1048;133566.5782;2076.132444
598107.4226;133566.5782;2005.182534
598171.7403;133566.5782;1969.174301
598236.0581;133566.5782;1940.515393
598300.3758;133566.5782;1918.805358
598364.6936;133566.5782;1892.308752
598429.0113;133566.5782;1869.896832
598493.3291;133566.5782;1852.731412
598557.6468;133566.5782;1823.740777
598621.9646;133566.5782;1797.67563
598686.2823;133566.5782;1780.444771
598750.6001;133566.5782;1771.760007
598814.9178;133566.5782;1767.420757
598879.2356;133566.5782;1765.327973
598943.5533;133566.5782;1758.082379
599007.8711;133566.5782;1743.714356
599072.1888;133566.5782;1727.641144
599136.5066;133566.5782;1710.989274
599200.8243;133566.5782;1699.559525
599265.1421;133566.5782;1708.965164
599329.4598;133566.5782;1731.005775
599393.7775;133566.5782;1752.463598
599458.0953;133566.5782;1776.802644
599522.413;133566.5782;1797.23106
599586.7308;133566.5782;1809.283353
599651.0485;133566.5782;1854.264175
599715.3663;133566.5782;1878.866365
599779.684;133566.5782;1917.817707
599844.0018;133566.5782;1962.194516
599908.3195;133566.5782;1972.450886
599972.6373;133566.5782;1980.808528
600036.955;133566.5782;1992.871466
600101.2728;133566.5782;2021.882917
600165.5905;133566.5782;2043.449936
600229.9083;133566.5782;2054.389137
600294.226;133566.5782;2066.224258
600358.5438;133566.5782;2071.277308
600422.8615;133566.5782;2067.612539
600487.1793;133566.5782;2063.201589
600551.497;133566.5782;2061.469939
600615.8148;133566.5782;2060.260113
600680.1325;133566.5782;2066.744961
600744.4503;133566.5782;2081.067493
600808.768;133566.5782;2106.452134
600873.0858;133566.5782;2135.095432
600937.4035;133566.5782;2173.168453
601001.7213;133566.5782;2201.628644
601066.039;133566.5782;2200.815294
601130.3568;133566.5782;2229.585922
601194.6745;133566.5782;2259.127363
601258.9923;133566.5782;2265.612037
601323.31;133566.5782;2271.771926
601387.6278;133566.5782;2286.930698
601451.9455;133566.5782;2296.93184
601516.2632;133566.5782;2298.24105
601580.581;133566.5782;2297.291151
